x,y_aproximada
0.0,1.0
0.2,1.2
0.4,1.48
0.6000000000000001,1.8559999999999999
0.8,2.3472
1.0,2.9766399999999997
1.2,3.7719679999999998
1.4,4.7663616
1.5999999999999999,5.99963392
1.7999999999999998,7.519560704
1.9999999999999998,9.3834728448
